channel,timestamp,value,label,sampling,anomaly,segment,train
CADC0872,2022-01-27T02:33:09.000Z,-1.4672e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:14.000Z,-1.49342e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:19.000Z,-1.47885e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:24.000Z,-1.37983e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:29.000Z,-1.2815e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:34.000Z,-1.18299e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:39.000Z,-1.00138e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:44.000Z,-9.03437e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:49.000Z,-7.21924e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:54.000Z,-5.67915e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:33:59.000Z,-3.45262e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:04.000Z,-2.06252e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:09.000Z,4.41813e-07,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:14.000Z,1.55442e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:19.000Z,4.19631e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:24.000Z,5.16112e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:29.000Z,6.26845e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:34.000Z,8.90098e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:39.000Z,8.89544e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:44.000Z,9.44479e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:49.000Z,1.05452e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:54.000Z,1.09623e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:34:59.000Z,1.10897e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:05.000Z,0.0,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:10.000Z,0.0,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:15.000Z,1.17531e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:20.000Z,1.13219e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:25.000Z,8.9428e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:30.000Z,7.54694e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:35.000Z,5.1765e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:40.000Z,2.80485e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:45.000Z,1.12653e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:50.000Z,-1.31987e-07,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:35:55.000Z,-3.75614e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:00.000Z,-6.40461e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:05.000Z,-8.50148e-06,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:10.000Z,-1.17013e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:15.000Z,-1.44826e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:20.000Z,-1.68592e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:25.000Z,-1.90857e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:30.000Z,-2.11747e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:35.000Z,-2.38251e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:40.000Z,-2.55007e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:45.000Z,-2.78676e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:50.000Z,-2.91251e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:36:55.000Z,-3.07985e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:37:00.000Z,-3.17788e-05,anomaly,5,1,1967,0
CADC0872,2022-01-27T02:37:05.000Z,-3.26212e-05,anomaly,5,1,1967,0
